name,hex
Maroon Red,#BE3C51
Indigo (Dark),#3769A4
Green (specifically Lime Green),#39BA34
Electro Magenta,#EE36FA
Plum Violet,#A49FEF
Teal Blue (Sometimes referred to as Aquamarine or Cyberspace Blue),#06ADC0
Dark Navy Blue,#020A1D
Deep Purple #7935C5,#7935C5
Green Olive,#2A7F20
Green Yellow,#28FF23
Navy Blue #1E1F87,#1E1F87
#CAE263 (Cadet Yellow),#CAE263
Ash Rose,#9E8285
Medium Purple-Blue (also known as Deep Lavender or Fuchsia-Plum),#6C35EE
Sage Green,#A4E4AE
Gold Yellow,#F2D257
Saddle Brown,#856533
Saffron,#9A5D22
Lavender Mauve,#BC8ABC
Indigo (Dark),#1455F1
Sapphire Blue,#50CBC8
Fuchsia Magenta,#FC33EB
Turquoise Blue,#4CB7D6
Plum Wine,#DB81A0
Medium Blue-Violet,#6E72F0
#D1FA6A (Hex) or Greenish Yellow,#D1FA6A
Sage Green,#94FAE3
Burnt Sienna,#E78E0E
Lime Green,#05B224
Lime Green,#CCE814
Ash Brown,#898B79
Medium Cyan (Bright Blue),#465CF3
Cerulean Blue,#9DA4B9
#0A26BC (Deep Cobalt Blue),#0A26BC
Green Sea (Olive Green),#1B871C
Burnt Sienna,#E45424
Burgundy Brown,#4C2B0D
"Greenish-Yellow (Lime Green, Sage Green)",#7FC709
Aquamarine Cyan,#77DDC9
Burgundy,#3A1933
Greenish-Yellow (Lime-Green),#15D40C
Plum Wine,#99749E
Turquoise Cyans,#3AF9BB
Fuschia Magenta,#FC6111
Dusky Mauve,#D6BAC2
Medium Violet Red,#EE39B2
Plum Magenta,#DA75CE
Medium Purple,#9B8492
Sage Green,#71F4B2
Cyano,#01D8E9
Indigo Purple (Dark),#7B27A3
Fire Red,#FD273A
Teal Blue,#6CB5C0
Greenish Blue (Slightly Desaturated),#19BD5A
Silverish Cyan,#A3BBC8
Emerald Green,#61C85C
E88FCC (#E88FCC),#E88FCC
Burnt Sienna,#A43807
Marine Blue,#2252C7
Green-Yellow (Sichelgreen),#9BBA16
Orange-Red (Tangerine),#F83D15
Teal Aqua,#5CD8B4
Navy Blue,#0F3C64
Indigo Purple,#761A88
Wine Red (approximation),#C10544
Maroon,#64220E
Sea Green,#4EB18A
Fuchsia Violet,#EC41EE
Lime Green,#79E416
Fuchsia Rose,#F9A2C0
Maroon,#681032
Medium Purple-Pink,#CC6BCD
Indigo,#5449A0
Silver Grayish,#85897F
Medium Purple (#A444CD),#A444CD
Greenish Yellow,#DBFD6E
Sage Green,#346334
Light Violet,#C383C3
Wine Red,#B64D81
Sage Green,#97B43B
Fuchsia Rose,#F4135C
Mahogany Red,#D75A2D
Fire Red,#F7283B
Cerise,#CC228E
Deep Cyan,#5C8CF7
Medium Purple-Red,#AD5971
Sage Green #0B5D0F,#0B5D0F
Burnt Sienna,#D0875F
Teal Green,#44A88F
Forest Green,#124419
Green (14AF7A specifically is a shade of lime green),#14AF7A
Dark Maroon,#270719
Dandelion Yellow,#D8E39B
Aquamarine,#0FD5F4
Burnt Sienna,#E55C1A
Greenish Yellow (or Lime Green),#A2BF19
Medium Brown (approximately),#554835
Brownish-Grayish Green,#6E6938
Sapphire Seafoam,#54E8CD
Maroon 98,#986070
Fuchsia Rose,#FFAEC9
Indigo (Dark),#5D539E
Sage Green,#84D5C0
Sage Green,#134629
#25B6FF (Cerulean Blue),#25B6FF
Dark Burgundy,#47162A
Wine Red,#6A1657
Sapphire Blue,#0B8793
Silverish Gray,#7B7877
Sage Green,#5EABA3
#AA7C51 (Orange Brown),#AA7C51
Saffron,#8D5200
Forest Green,#2C552E
Aqua Cyan,#0CD9CB
Fuchsia Magenta,#E42FBF
Medium Purple-Red (Dusky Lilac-Rose),#BB1C93
Scarlet Red,#AD1A1A
Sapphire Blue,#49E3FB
Golden Beige,#D6BF93
Emerald Green,#5D9B14
Light Cyan,#BDC7D5
Maroon 476A (closest approximation),#CA2347
Medium Purple-Lavender,#695EA4
Green (Shades of Lime),#3BE22A
Indigo Purple,#31156E
Maroon 510B B1 (Hexadecimal),#B10B51
Maroon Wine,#6B2849
Wisteria Purple,#6803AA
Scarlet Red,#F33227
Burnt Sienna,#7D4E1E
Sapphire Blue,#51E7CA
Sapphire Blue,#37E8CB
Deep Purple - Royal Lilac (#490FA0),#490FA0
Deep Plum,#7E1D9D
Dianine Magenta,#D984DB
Light Turquoise,#A2D1F0
Sapphire Blue,#42BAC8
Dark Teal,#084345
Sage Green,#649D52
Fiery Orange Red,#F42A1A
Duckling Brown,#A5A589
Fusion Magenta,#F52345
#AA1FAA (Purple-Red),#AA1FAA
Deep Purple #5C3791,#5C3791
Light Sky Blue,#97FCEC
Golden Brown,#E7BC38
Purple Fuchsia (Purple-Pink),#A221EF
Dark Navy Blue,#150236
Fuchsia Rose,#F52461
Honeydew (FEEE9A),#FEEE9A
Sky Blue with Violet Hue,#8AA3FE
F09307 (#F09307),#F09307
Burnt Sienna,#A65720
Fuschia Mauve,#FABAF5
Maroon,#6C3022
Lime Green,#60FE01
Greenish-cyan,#94D48F
Cyan-Blue,#CEE8F3
Cyan-Blue (Teal),#0A91CB
Marigold Orange,#E20627
Burnt Sienna,#E47004
Green (Shades of) 70B940,#70B940
Burnt Sienna,#A59408
Maroon 592,#B8216D
Golden Mustard,#CFCD2F
#2EEB89 (Vivid Lime Green),#2EEB89
Sage Green,#84CBA1
Forest Green,#0C1A09
Sage Green,#88936A
Dark Cobalt Blue,#45588E
Sage Green #47EB58,#47EB58
Light Purple,#9E91E0
Lime Green,#40FC2B
Maroonish Mauve,#AE3C79
Hokule'a Blue (approximated name),#52B8D7
Cobalt Blue,#0E1FE0
Medium Purple,#D5308F
Dune Yellow,#D4C272
Sage Green,#B2BE9E
Medium Purple,#A658EE
Fuchsia Magenta,#F595DD
Teal,#66C0A1
Brownish Gold,#B77C45
Lime Green,#62F63A
Raspberry Rose,#ED96A9
Fire Brick,#F10942
Deep Plum Purple,#7C1679
Navy Blue,#146195
Plum Purple,#DA68AC
Seafoam Green,#6FA29B
Cobalt Blue,#8AA8EC
Sea Green (or Turquoise Green),#3BBB91
Burgundy Wine,#4E1D06
E41E6A,#E41E6A
Scarlet Red,#B43C3C
Indigo (Dark),#3011F4
Sage Green,#578730
Wine Red,#BB457D
Medium Cyan,#577CCF
Medium Purple-Red,#C21DD1
Pomegranate Red,#FE0E60
Indigo (Dark),#6955E3
Greenish-cyan,#4FF2AE
Fuchsia Magenta,#FD18C2
Burnt Sienna,#A3802D
Burnt Sienna,#DE8A3F
Electric Aqua,#6AFDCA
Green (Forest),#2D6411
Deep Purple,#521D78
Deep Wisteria,#5838A0
Tangerine,#D66854
Indigo Deep,#373A85
Indigo (Dark),#6E6BC2
Light Salmon,#AFF3F3
Green (Lime),#29DA13
Indigo (Dark),#4B65F6
Sage Green,#E2F9EB
Turquoise Green,#2FEDC7
Tawny Ochre,#9D884B
Red Plum,#A30F65
Sage Green,#C5ED69
Sage Green,#A3BD6C
Green (specifically Lime Green),#16FE23
Wisteria Purple,#E768AF
Dark Navy Blue,#020E71
Teal Hexadecimal (#258890),#258890
Sage Green,#A3F382
Maroonish Red (Unofficial),#D62123
Cornflower Blue,#0E6FE3
Plum Violet,#DA0EE5
Sea Green,#C6DBB1
#592EFF (Cerulean Violet),#592EFF
E406D9 (Magenta Lilac),#E406D9
Indigo Violet,#8457DD
Magenta Violet,#E876D0
Ocean Blue (or Aquamarine),#526EEE
Brilliant Gold Cream,#BFC805
Maroon 5,#7A0A05
Sky Blue,#72CEC7
#AA4212 (Orange-Brown),#AA4912
Deep Plum Purple,#755D99
Indigo (Dark),#2B03BD
Golden Brown,#B59A60
Gold Amber,#DAAA14
Dark Burgundy,#541F36
Deep Fuchsia,#F422F2
Burnt Sienna,#E5A266
Burnt Sienna,#F85C28
Green (Lime),#34FA21
Sapphire Blue,#81AED8
Saffron,#8B6626
Forest Green,#243A09
Burnt Sienna,#BE810C
Teal Blue,#3ADDC4
#15982B (Dark Sage Green),#15982B
"Green (specifically, Emerald Green)",#48AF4F
Slate Grey,#686565
Sage Green,#5B9792
Brownish Amber,#A39843
Greenish Yellow,#C9DB3F
Sapphire Blue,#51A9E4
Greenish Yellow,#B9F9AE
Maroon,#97220E
Medium Purple (Dark Magenta),#670AF2
Cerise (French for cherry) or Dark Red-Purple,#CC226D
#8E33FC (Purple-ish Magenta),#8E33FC
Medium Purple (Plum),#6854FF
Honey Gold,#DFCC51
Teal Green (Spar Green),#0CC0C0
Wine Red,#691C6F
Burnt Sienna,#A59605
Gold Ochre,#DFC31D
Green (specifically Lime),#44D531
Aqua Marine,#5EB5E7
Raspberry Blush,#EC5BE0
Lime Green,#2FCC09
Honeydew,#96BDE1
Sapphire Blue,#3794FF
F0AA9B,#F0AA9B
Sapphire Blue,#3B94BE
Magenta Violet,#A710F5
Deep Purple #7E009B,#7E009B
Lime Green,#65CE57
Deep Purple,#8149E7
Cyacemburi Green #3AC697,#3AC697
Greenish-Yellow,#1FEBA7
Deep Purple Lilac,#B492D9
Emerald Green,#3EEF42
Indigo Deep,#760C96
Scarlet Red,#E43348
Seafoam Green,#2CE68E
#FDDAF4 (Light Pinkish Lavender),#FDDAF4
Deep Cobalt Blue,#440BF6
E22BC2,#E22BC2
Burnt Sienna,#C16D2C
Dark Blue-Purple (Indigo),#1A21A1
Sage Green,#9BBA7F
Teal Green,#1C9081
Maroonish Red,#93388A
Sage Green,#689843
Lime green,#02DD49
Brownish Olive,#928340
Dark Charcoal Grey,#3A232A
Fire Orange,#FE863C
Cobalt Blue (Dark),#2121E1
Cyan Sea,#03C2FE
E42A0E (Orange-Red),#E42A0E
Huskypink,#97A6C1
Lilac Mauve,#BF6AC3
Green-cyan (also known as Lime-cyan or Aquamarine),#1CAF3C
Indigo (Dark),#4B2FE3
Aquamarine HEX #7DD8E3,#7DD8E3
CFB4DB (Pale Lavender),#CFB4DB
Flamingo Pink,#FD3DBD
AACEB9 Hexadecimal,#AACEB9
Fire Orange,#FE966B
Gold Marigold,#C39510
Brownish Orange,#967804
Sapphire Blue,#53A2C2
Deep Cobalt,#5C48C2
Lime Green,#6BF710
Indigo Purple,#3609AB
Light Grayish Cyan,#B0A2AC
Golden Sand,#E6B15A
Golden Brown,#927A3D
Medium Magenta,#FF15CD
Cyan Accent,#18CACC
Medium Violet-Red,#833DBE
F17C1C (Orange-Red),#F17C1C
Sage Green,#569B8A
Indigo (Dark),#156B98
Deep Cyan,#060DD4
Dark Olive Green,#80893C
#79C3BB (Hexadecimal) or Sage Green (Common name),#79C3BB
Indigo Eclipse,#4844E6
"#0ECEF9 (Cyano, Aquamarine)",#0ECEF9
Dark Teal,#316164
Lime Green,#E2EE62
Ultraviolet,#624FFA
Golden Sand,#E2CD84
Dusky Rose,#D175A5
Fuschia Magenta,#BD00FD
Sapphire Blue with Green Tint,#A4F6EE
Gold Beige,#F3D98F
Fuchsia Rose,#FAADA2
Deep Purple-Violet (#7A77F1),#7A77F1
#BCEA28 (Lime Yellow),#BCEA28
Split Pea Soup,#BFE393
Warm Brownish Rose,#B19095
Purple-Violet (#8353AB),#8353AB
Lime Green,#53AB32
Deep Cobalt Blue,#1557EC
Turquoise #04FCFA,#04FCFA
Warm Red-Brown,#933E58
Indigo (Deep Purple),#4D0FF8
Beige Sand,#E2D8C3
Deep Wine Purple,#6E0D80
Sapphire Blue,#6E91D4
Medium Purple,#C922C4
Turquoise Green,#4BCB91
Marigold Orange,#CB3721
Amber Orange,#AC8855
#ECCF20 (Hexadecimal ECCF20),#ECCF20
Scarlet Red,#F0212F
Burgundy Wine,#320039
Dark Teal,#166D72
Dark Sage Green,#08641D
Gold Ochre,#EBAD2F
Indigo,#5431E9
Honey Brown,#929769
Indigo (Dark),#3C44D7
Aqua Marine,#8AD7C8
Indigo (Dark),#1050BA
Plum Purple,#D037DF
Indigo (or Dark Purple),#9382A4
Rose Dust,#F2B5C3
Dark Purple-Blue (#5F467F),#5F467F
Medium Cyanish Magenta,#654EF8
F9A166 (Orange-Brown),#F9A166
Sage Greenish Blue,#B2DDD2
Gold Ochre,#D9BD3F
Maroon Wine,#934D66
Medium Purple-Blue (#661EDC),#661EDC
"Teal (Sapphire Teal, Aquamarine Teal)",#1BB8B1
Indigo (Dark),#7B45B3
Lime Green,#2DDA26
#9C9B27 (Dark Olive Green),#9C9B27
Raspberry Rose,#EF999E
Sage Green,#159C07
Saffron,#8B6A02
Dusky Lavender,#D094E4
#27461D (Dark Forest Green),#27461D
Fuchsia Violet,#FBC5FF
Fuchsia Rose,#F947A7
Sapphire Greenish Blue,#79BB92
Navy Blue (Dark Slate Blue),#0C657B
Sapphire Blue-Green,#83EFE5
Cobalt Blue,#1468CD
Sienna Brown,#987A44
Maroon Cherry,#CB182A
Fuchsia Rose,#F2C6CF
Wisteria Purple,#CA4B93
Mahogany Rose,#C2A06C
Sage Green,#A1D448
Fuchsia Rose,#F434DA
Green-Yellow #94B824,#94B824
Sage Green,#AAB248
Brownish Gold,#B7AE71
Honeyblue-teal,#7B9DB5
Plum Purple,#D03E8C
Wisteria (#A608E4),#A608E4
Plum Wine,#DF6075
Seafoam Green,#BAEB8A
F9AEB4 (Pale Coral),#F9AEB4
Amethyst Purple,#9B64D9
FE7682 (Fuchsia Magenta),#FE7682
Emerald Green,#38E44D
Sage Green,#BFC68A
Tangerine,#ED8373
Burnt Sienna,#C5853C
Dark Cobalt Blue,#403CC9
F9B934 (Golden Brown),#F9B934
Deep Teal,#064AEA
Beige-Golden Sand,#D5C2AC
Greenish-cyan,#30E145
Sapphire Blue,#6EB6CA
Acid Frogfrost,#ACFBEF
Lime Green,#90F45A
Goldenrod,#F7E71F
Maroon,#D21F12
Green Yellow #A8F149,#A8F149
Sea Green,#05E98B
Indigo Deep,#7B329D
Sage Green #9BF26B,#9BF26B
Green-Blue (Teal),#308987
Dark Purple (DARK_PURPLE),#1E015D
Golden Brown,#BAB844
Wine Red,#DB2E4E
#10F698 (Hexadecimal Green),#10F698
#26FEB3 (Hex) or Lime green (Common name),#26FEB3
Maroonish Burgundy,#9D194E
FDE529 (Goldenrod),#FDE529
Shaded Lavender,#AC9FE4
Fuchsia Rose,#FDCEF8
Indigo (Dark),#755A7D
Maroon,#120500
Turquoise-Green (Teal),#05AB9F
Dark Slate Gray,#75737C
Plum Lilac,#907FA2
#28D5E1 (Hexadecimal Blue Shade),#28D5E1
Lime Green,#3EC631
Dark Burgundy,#7F4348
Silver Plume,#D4CAC7
Fawn Pink,#FCD2A6
F1AA54,#F1AA54
Indigo,#35238B
Sage Green,#7FEBB0
Gold Amber,#AFA12C
A45CC2,#A45CC2
Warm Magenta,#983781
Sapphire Blue,#76E2EC
Sapphire Blue,#74C0B7
Platinum Lilac,#BA9DE9
Maroon Crimson,#C12426
Cyber Aqua,#34AEDE
Gold Ochre,#F5EA0B
Green48 (#7DF448 is a shade of this color),#7DF448
Gold (Metallic),#EAAA37
Green-cyan (or Teal),#2CD045
Dark Slate Gray,#6D737F
Honey Gold,#BCC909
Mahogany Rose,#DF977F
#02A5F0 (Sky Blue),#02A5F0
Lime Green,#76E675
Lavender Blush,#F6EEF7
Sage Green,#487E41
Burnt Sienna,#D16F19
Sage Green,#A1E372
Lime Green,#6ED83B
Honey Amber,#9FA642
#495FC8 (Dark Cyan),#495FC8
Sharp Lilac Mauve,#A77BA2
Dark Navy Blue,#373870
Plum Wine,#B94F85
Indigo Violet,#524BBE
Wisteria,#6D1FE8
Aqua Cyan,#0DD0F3
#1A3DEB (Indigo),#1A3DEB
Dark Greyish Blue,#7D8C90
Indigo Violet,#765175
Fuchsia Purple,#E20BDA
#5E96DB (Hexadecimal Blue),#5E96DB
E4325E (Deep Rose),#E4325E
Sage Green,#789070
Sandstone,#DBDBA2
Burnt Sienna,#95791F
Aquamarine,#5ADB87
Cyan (tint of blue),#25A6DF
Teal,#2BF4DE
Maroon Red,#A94173
Deep Purple-Magenta,#7D42C9
Sage Green,#B0BC57
Gold Brown,#C68C25
Medium Purple (#B265AF),#B265AF
Purple-Red (Raspberry),#AD1D9F
C038E9,#C038E9
Gold Ochre,#DD9A17
Gold Orange,#F2AA16
"#9142D2, Hex Code Purple-Red",#9142D2
Green-Yellowish,#C2D684
"Seafoam Green (Sap Green, Lime Green)",#1EEDA8
#2A3BDC (Deep Cobalt Blue),#2A3BDC
Indigo Deep,#3108F6
Deep Purple,#48239A
Indigo Cobalt,#114D8D
Dark Purple-Grey,#837685
Light Cyanish Lavender,#A9A7ED
Fuscia Orange,#FA7F28
Maroon,#700123
Brownish Maroon,#462E21
Periwinkle Blue,#90B5D6
Cyan,#80B7DB
Purple-Pink,#D658F8
Dark Maroon,#723246
Burgundy Rose,#BD5B6F
Cornflower Blue,#36AAE6
Burnt Sienna,#9C8145
Maroonish Burgundy,#9F0B41
Deep Cobalt Blue,#090C53
Dark Tuscan Red,#D83E4C
Lime Green,#4D9E59
#8874EA (Hex) or Purple Plum (Common name),#8874EA
Indigo Deep,#343BED
Cyansky Blue,#27BA9E
Teal Sea,#3CDDB4
Green (specifically Lime Green),#6FFB27
Dark Teal,#004150
C9C6A8 (Hexadecimal),#C9C6A8
Sapphire Blue,#23B0D8
Deep Indigo,#3030E6
Lime Green,#16E998
Lavender Blush,#E6DBEB
Red-Brownish-Pink,#B16F75
Plum Violet,#D075C5
Sage Green,#09D996
Royal Purple,#7614B0
Gold Amber,#FFA75A
Deep Cobalt Blue,#554DD9
#0AD10F (Emerald Green),#0AD10F
Dark Purple-Plum,#826F8D
Goldish Yellow,#EDEE63
Dark Ash Rose,#897679
F5D875,#F5D875
Maroonish Brown,#7C2C18
Dandelion,#D9A735
#795A34 (Brownish Red),#795A34
Burnt Sienna,#A06203
Maroonish Red,#901D67
Medium Purple with Red Hue,#DE2BD6
#11CF93 (Hexadecimal Green),#11CF93
"Hokuliuaköe (Hawaiian for ""Star of Maui"") or Ocean Dance",#46D6EB
Amethyst Mauve,#BA339D
E23DF5,#E23DF5
Marigold Orange,#E55250
Indigo Violet,#9430DC
Olive Green,#227138
Dark Muted Purple,#8D849C
Deep Indigo,#394280
Emerald Green,#47B76C
Teal Blue,#53DACC
Green-Yellow (Greenish-Lime),#7ED437
Sage Green,#489587
Greenish-Yellow (Lime-Green),#17AF88
Fuchsia Rose,#F082D4
Magenta (or Fuchsia),#FE27B4
Burnt Sienna,#893F32
Emerald Green,#86E925
Green Yellow (B5DA35),#B5DA35
Green-Cyan #2DFC78,#2DFC78
Defiant Orange,#DEF943
Lime Green,#56CE44
Firebrick,#FB564B
E64205,#E64205
Navy Blue,#2253C1
Maraschino Cherry,#E93F68
Golden Brown,#AE790C
#BB23F2 (Deep Purple),#BB23F2
Dark Indigo,#333E7A
Golden Brown,#9F813E
Golden Brown,#7A5710
Burnt Sienna,#A23837
Sage Green,#83E066
Amethyst Purple,#AC1F9B
Deep Wine Red,#452F64
Sage Green #337B35,#337B35
Green (specifically #16D30C),#16D30C
Greenish-Blue (Sage Green),#268307
Chestnut Brown,#66492F
#49ECB1 (Hex code) or Aqua Mint (Common name),#49ECB1
Cyan (Cobalt Blue),#009EEF
Maroon,#A04040
Brownish Red,#522F16
Forest Green,#1E9103
Emerald Green,#0BC759
Dark Brownish Red,#532817
Green-Blue (Sage),#377406
Green (Olive),#0D8045
Bordeaux Wine,#510624
Medium Magenta,#E560CE
Deep Purple,#A472E2
Marigold Orange,#B84631
Sapphire Blue,#B0CDE9
Fuchsia Rose,#F52AC9
Golden Sand,#E3D57D
Gold (Bright Gold),#FCCC36
Emerald Green,#0D9E5F
Lime Green,#C2E14B
Burnt Sienna,#BD7C55
B1EBF2,#B1EBF2
Burnt Sienna,#C48F1F
#15B750 (Hexadecimal) or Forest Green (Common Name),#15B750
Raspberry Blush,#EC3BBD
Deep Magenta,#DC0BA1
Sage Green,#8AEC2C
Maroonish Mauve,#905B68
Deep Cobalt Blue,#4646C5
Sage Green,#A7DF8F
Indigo Deep,#3A2255
Greenish Yellow,#82A918
Maroon 5 (approximately),#DB304E
Lime Green,#21D121
C39BD4 (Cyanish Magenta),#C39BD4
Honey Gold,#E9DD61
Orange-Brown (Mahogany Orange),#AB8C0F
Sage Green,#C6DF65
Cyan-Blue,#4B8EEB
Maroonish Brown,#9E6059
Lime Green,#22ED7D
Teal (Cyan Green),#3AC1A9
Purple-Plum,#8C6597
Sage Green,#758504
Sunnyside Yellow,#C6D30E
Deep Purple #50058E,#50058E
#24B625 (Green Shade 530 C),#24B625
Maroon 530840,#530840
Lime Green,#09AB42
Amethyst Purple,#9551EB
#0BDD88 (Teal Green),#0BDD88
Burnt Sienna,#9E5517
Green Olive,#45851B
#000032 or Dark Blue-Green,#000032
Medium Magenta,#C712C7
Ocean Tint,#87D2FE
Deep Purple #583B84,#583B84
Sea Green,#7CF7B4
Light Sky Blue,#A4BCCE
Raspberry Rose,#FE6FBF
Gold (Mediterranean Gold),#C8A607
Sea Foam Green,#5D9E8E
Sage Green,#378C48
Indigo (Dark),#2748A5
Maroon,#990470
Cyansky (Unofficial),#57F7D6
Sage Green,#7E9E52
Red-Purple (Dusky Rose),#A43D97
Honey Gold,#E3C555
Wine Red-Purple (Dark Burgundy),#6C2F4D
Deep Sapphire Blue,#004B86
Emerald Green,#108870
Sage Green,#37C675
Indigo Violet,#9E0FFB
Deep Magenta,#D843C3
Deep Raspberry,#D615B2
Lavender Blue,#D2CFE3
Sage Green,#A1F876
Red Violet,#A70496
Indigo (Deep Indigo),#194486
Purple-Red,#B01B8C
Dark Slate Blue,#3F4785
Navy Blue (specifically #1C2C92),#1C2C92
Sapphire Blue-Green,#74F3F1
Dark Walnut Brown,#61584B
Purple-Redish Magenta,#D727E7
"#09A1E1, Sapphire Blue",#09A1E1
Pale Rose,#C681AB
Sage Green #5F7E31,#5F7E31
Teal14ADA8,#14ADA8
Sage Green,#80B117
Indigo Deep,#2A2A9D
Fuchsia Rose,#F34374
Sapphire Blue,#223DAD
Gold Marigold,#F5CE07
Cadet Yellow,#CDE025
DF7D59 (#DF7D59),#DF7D59
Fuchsia Magenta,#FA2AB7
Aquamarine,#33D9E5
#AD2FED (Purple Violet),#AD2FED
Sapphire Blue,#86B7D0
Sage Green,#046B0A
Cyansky Blue (Folk etymology),#19F2A0
Maroonish Purple (Approximate),#B9568B
Green (specifically #38B409),#38B409
#179ED6 (Cerulean Blue),#179ED6
Bordeaux,#90390C
Deep Cobalt Blue,#4C5381
Gold Ochre,#D7B91E
Dafd60 (Hexadecimal) or Lemon Chiffon (HTML color name),#DAFD60
Gold-brown (Marrón Oro),#AB8B1A
#0DEDB0 (Teal),#0DEDB0
Medium Purple,#B676E7
Light Turquoise,#D3F7F1
Maroon 5,#904556
Medium Blue-Violet,#2C14C4
Maroonish Burgundy,#6E0C12
Deep Indigo,#254A76
Green Yellow (Harvest Gold),#B9DE2D
Cyan-Blue,#15CBB6
Sapphire Blue,#249DAC
Sage Green,#328593
#24F249 (Green Teal),#24F249
Orange-Red,#FDAB84
Green #129D42,#129D42
Dark Taupe,#3D3D6C
C2B3E2 (Cerulean Blue),#C2B3E2
Medium Purple-Blue,#8B7CCC
Burgundy Wine #39041B,#39041B
MediumVioletRed,#CF67FD
AEDCE9,#AEDCE9
Burnt Sienna,#532A01
Plum Magenta,#D32DF6
Lime Green,#A7FD39
Indigo,#051493
Burgundy Wine,#7A0C25
Azure-Violet #5F73EE,#5F73EE
Sage Green,#B7F5B3
Gold Marigold,#D69215
Dark Plum,#501D5E
Sage Green,#C1BE7F
Dark Greyish Blue,#74787B
Burnt Sienna,#82320F
Wisteria Purple,#930CE1
"#DA8BF6 (Lavender Mauve, Plum Purple)",#DA8BF6
Royal Blue,#2151B0
Sage Green,#E7F19B
Seafoam Green,#99F88F
Deep Purple-Indigo (#4424CE),#4424CE
Green (specifically Lime Green),#21BC05
Dark Navy,#20182F
Chestnut Brown,#7F4816
Green Olive,#599158
Dandelion,#D18870
Teal Green (Spectralite),#4DCC8F
Wisteria,#6E3BEB
Teal Blue,#54BCCA
Maroon 5,#800216
Adamarine Pink,#AD7D64
Indigo,#3A66E4
Honey Gold,#E5B998
Sage Green (approximately),#58BE87
Brownish Red (Maroon),#AA4B49
Lime Green,#3EDE93
Sandstone,#DBE196
Greenish Yellow,#9DA91A
Sage Green,#7A8E35
Medium Purple,#6C39C0
Sandstone,#DB8A4F
Ecstatic Rose,#EC8589
Sage Greenish Yellow,#C0E035
Dusky Rose,#DF94CD
Cobalt Blue,#2A8EED
Teal,#02C2B2
Lime Green,#62E621
Raspberry Wine,#B23F9C
Fuchsia Rose,#FF5CEE
Medium Purple with a Red Tint,#BF5FAC
Seafoam Green,#BEE287
Sage Green,#A5E58C
Sea Green,#78C691
Honey Gold,#96A621
Sage Green,#A1EB61
Forest Green (Dark),#2D4C41
Green-Yellow (Spring Green),#13AF28
Purple #8A39ED,#8A39ED
Deep Violet-Blue,#2A0CFA
Azure-Sapphire,#9EA1FB
Saffron,#C1EA18
Deep Cyan,#3D40D9
Sapphire Blue,#87C5F1
Golden Cream,#CCC932
Aquamarine HEX,#12F1E0
Deep Purple,#844FB8
Sapphire Blue,#0A235A
Nutmeg Brown,#7D5E36
Deep Cobalt Blue,#5E82CB
FDECA4 (Golden Apricot),#FDECA4
Teal (or Aquamarine),#0ABA9B
Dark Navy Blue,#07436E
Sage Green,#B6D9C0
F2D902 (Golden Yellow),#F2D902
Cerise,#CE6482
Dark Slate Blue,#415F88
Indigo (Deep),#3376DE
Lime Green,#24F945
F1ACBE,#F1ACBE
Lime Green,#57D080
Burnt Sienna,#A67E51
Medium Purple-Lavender,#905AF7
Midnight Blue,#0B0204
Midnight Blue,#1B4E67
Dark Greyish Blue,#2A2C34
Fuchsia Magenta,#FB1FA0
Indigo Deep,#2024BA
Wisteria Violet,#690CE8
Dark Red-Brown,#975665
Deep Indigo-Violet,#7B71F1
Indigo Deep,#3433DB
#20FC92 (Green Cyan),#20FC92
Maroon Deep,#5E1447
Electric Lime,#00F7D0
Dark Teal,#466C67
Split Complementary Green,#8FCC80
Green-Cyan (Sometimes referred to as Lime-Green or Spring Green),#38C33B
Sage Green,#8AD878
Golden Sand,#E0B775
Maroon Crimson,#A71336
Green-Yellowish (BBDB93),#BBDB93
Sapphire Seafoam,#49EDC6
Light Grayish Cyan,#BCBBBF
Wine Red,#5B153D
Emerald Green,#51BD4F
Coral Red,#FE6651
Medium Purple-Red,#CD37E1
Plum Magenta,#C99DEB
Fire Brick,#FE031B
F8BED6,#F8BED6
Sage Green,#B9C497
Maroonish Burgundy,#9D3B54
Golden Brown,#E6A145
Seafoam Green,#9DB298
Sage Green,#13C543
Crimson Red,#DD0F1F
Sage Green #5C6406,#5C6406
Wine Red or Plum,#C00799
#03EE2F (Lime Green),#03EE2F
Golden Beige,#E2D475
Lime Green,#51F725
Indigo Violet,#793483
Cacao,#CAC308
Maroon,#B0091C
Magenta Rose,#E53C6C
Sapphire Blue,#1D6974
Aqua Cyan,#66FCF5
Gold Orange,#D85415
Light Cornflower Blue,#92F4FC
Sapphire Blue,#84EBD2
Sapphire Blue,#2ACAE7
Sienna Brown,#9C4B13
Fuchsia Magenta,#F073D8
Sage Green,#8B917E
Ultra Blue,#5E5BFF
Medium Purple-Red,#AA4D9F
Dark Olive Green,#50543F
Fawn Orange,#FA6B08
Dusky Rose,#D57279
Raspberry Wine,#C76D83
Dark Plum Grey,#67474E
Marine Blue-Green,#67D4B6
Deep Cobalt Blue,#5A71EF
Maroon,#510A55
Dark Ash Gray,#757E7D
Seafoam Green,#8CECCB
#AAD637 (Antique Olive),#AAD637
Brownish Green (Approximate),#53351E
Sapphire Blue,#3A90CD
D233FA (Hexadecimal),#D233FA
Emerald Green,#019E4F
